ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,data_quality,data_fetched_date,data_stale_days
PKO.WA,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna,Financial Services,Banks - Regional,Poland,PLN,124525003433.22754,-0.36654449999999983,1.502684999999997,1.45,0.7108055499999995,4.271137,4.734,,0.06010499999999999,0.014145000000000005,0.15844749350000004,0.25443251499999997,-0.37562,-0.06,-0.116,0.021,,,,,25447000064.0,39096999936.0,138012999680.0,6.17,0.638,6.14,3.87,6.14,1785801600.0,0.656,105.9000015258789,62.196344802730344,99.62000274658203,105.80143,1.6,14.0,,,0.31393,0.36688,False,False,,0.5,2535319.0,2014892.0,1.02,3.39,13.76,,,-4.38,0.2794,50.9,4.0,,False,0.49842827979019333,,0.903,Europe,True,True,,61.4265165063326,51.81940700808626,39.97711043911019,66.3289013155248,40.08097165991903,67.60471204188482,,50.0,,50.0,55.319307334834384,standard,133,200723547,False,2,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.7,-0.023617733269929886,25.3,0.75,2026-06-04,0
6871.T,"Micronics Japan Co., Ltd.",Technology,Semiconductor Equipment & Materials,Japan,JPY,558204883200.0,14.538877000000003,38.505540499999995,,2.8288268249999997,7.249979,7.073,5.725999999999999,0.1356049975,0.074599997,0.13305999400000001,0.12703999400000002,0.17234998,0.124,0.7979999999999999,1.014,-8.073499999999996,-0.3599999999999999,1.092,,13397000192.0,1300999936.0,544558317568.0,0.66,0.3049,95.0,2.5,95.0,1766966400.0,1.621,17890.0,3513.9864468232045,14400.0,9900.0,,2.0,,,0.18466,0.41752,False,False,,0.5,992010.0,1154500.0,0.98,4.19,27.57,,,-11.47,0.7518,45.2,13.33,,False,0.3489342980737827,,0.5,Japan,True,True,,80.40352059128284,49.460916442048514,68.62809731441634,14.443977124912072,22.53711201079622,67.60471204188482,,50.0,,50.0,55.28395188267534,standard,134,108061200,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,0.7,0.07196832448244095,94.2,0.875,2026-06-04,0
AI.PA,L'Air Liquide S.A.,Basic Materials,Specialty Chemicals,France,EUR,104360458527.56332,8.5458555,8.766280250000001,2.083,2.2593989499999996,3.8737814,4.174,3.224000000000002,0.02561499199999997,0.030119999499999994,0.06148499599999999,0.07056750049999999,0.26613004,-0.122,-0.364,0.056,-0.03399999999999892,-0.5359999999999999,0.776,963111104.0,3960800000.0,13650599936.0,112452837376.0,2.1,0.5428,3.7,1.83,3.7,1779062400.0,0.646,185.81531660859417,151.60885273213566,180.83999633789062,197.3,1.55,20.0,,,0.0014599999,0.29151,False,False,,0.5,953666.0,916701.0,0.14,4.49,8.42,,,-2.07,0.1938,65.7,1.68,,True,0.7369165095638068,,0.5,Europe,True,True,61.70571454335298,68.40643875923463,52.897574123989216,22.227730110989874,59.064832661002754,44.6693657219973,67.60471204188482,55.95432300163132,50.0,,50.0,55.24895449854865,standard,135,179038302,False,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,-3.5,-0.040590278804302216,9.2,0.875,2026-06-04,0
7974.T,"Nintendo Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,Japan,JPY,8596645204241.0,3.8023339999999983,2.8754614999999983,3.6088,0.96538295,3.716583,2.743,9.072999999999999,0.02014750500000001,0.020435002,0.111499995,0.035900003999999985,0.09660999999999997,0.8899999999999999,0.4704999999999999,0.567,,2.4480000000000004,3.11,245324615680.0,2216856125440.0,0.0,6345204957184.0,2.95,0.60080004,219.0,2.66,177.0,1774828800.0,0.158,14463.939554412957,6849.0,7457.0,10641.074,1.85185,26.0,,,0.00733,0.51716,False,False,,0.5,11379418.0,9665050.0,0.79,-1.78,-13.67,,,-42.41,0.4218,53.5,-8.69,,True,0.7769958886634084,,1.0,Japan,True,True,76.40576454868142,63.30671705953894,5.997304582210242,86.83839191092102,72.23345414559158,9.041835357624832,67.60471204188482,88.90701468189233,50.0,,50.0,55.178397981319286,standard,136,468469806,False,5,NEUTRAL,0,NEDTREND,True,5,0.7142857142857143,HÖG,EJ AKTUELL,-0.3,-0.009699752554297447,48.7,0.75,2026-06-04,0
028260.KS,Samsung C&T Corporation,Industrials,Engineering & Construction,South Korea,KRW,78732360575500.0,,9.416484,,,1.91566,2.06,2.0615000000000023,-0.05548501,-0.011225002000000001,-0.066479995,-0.07751000500000002,-0.16973498999999997,0.013999999999999999,0.08,0.152,-24.021500000000003,0.07849999999999979,0.984,938984409088.0,6695283064832.0,4864112328704.0,85446226870272.0,0.58,0.17959999,2800.0,2.14,2800.0,1766966400.0,1.01,498000.0,146178.08426966294,485500.0,431875.0,1.5,16.0,,,0.48722,0.29431,False,False,,0.5,551255.0,676025.0,1.8,67.19,96.69,,,0.0,0.7091,67.9,55.33,,True,1.0067237662293538,,0.838,Asia,True,True,67.65548787985605,23.16770752738226,97.23719676549865,55.55745662948193,33.205584427775364,1.6194331983805668,67.60471204188482,60.685154975530175,50.0,,50.0,55.15487374116437,standard,137,239593400,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.1,0.11225013434886932,97.4,0.625,2026-06-04,0
RMBS,Rambus Inc.,Technology,Semiconductors,United States,USD,18035083224.256866,41.809627,23.058935999999996,3.8,6.542358975000001,25.008608,23.951,38.191,0.031919997500000005,0.047740004,0.21000000400000002,0.199224965,0.35205005,-0.053000000000000005,-0.22899999999999998,-0.007,-48.391999999999996,8.106000000000002,9.038,-570466832.0,786139008.0,23404000.0,17272348672.0,,0.0,,,,,1.789,167.7100067138672,54.04999923706055,166.77999877929688,145.25,,8.0,2.72,0.0958,0.00775,0.99345,False,False,,0.5,2318298.0,2124070.0,1.1,44.63,85.68,,,0.0,0.8402,71.1,39.42,,True,1.0956050891756026,,0.48,US,True,True,20.244616229598236,80.30918215229207,96.7654986522911,21.624609445769153,36.864355019804194,78.94736842105263,12.172774869109947,22.67536704730832,50.0,21.580547112462007,50.0,54.983632386122814,standard,138,354252392,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.5,0.055841103196144104,91.6,0.875,2026-06-04,0
NOVN.SW,Novartis AG,Healthcare,Drug Manufacturers - General,Switzerland,CHF,214278733492.53455,-0.3802209999999988,1.6099522499999983,3.9179,3.7436069999999995,3.7873156,4.527,0.19200000000000017,0.23462,0.05888500000000001,0.156729993,0.13987750250000003,0.37992,-0.085,-0.2,-0.125,68.1705,-1.0587500000000003,0.526,11463773632.0,6892000256.0,46997999616.0,256135397376.0,3.27,0.66260004,3.7,3.59,3.7,1773100800.0,0.487,127.13168165418837,88.50694029549845,112.30000305175781,122.58212,2.63636,21.0,,,0.02111,0.45746,False,False,,0.5,2885488.0,2863138.0,0.13,1.04,-6.48,,,-9.42,0.186,42.8,-2.25,,False,0.10210471248778184,,0.322,Europe,True,True,93.2272086369859,86.22296997308521,23.719676549865227,15.765720717625557,54.162656893348895,31.84885290148448,67.60471204188482,90.70146818923328,50.0,,50.0,54.968857217493444,standard,139,360114055,False,4,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,-0.3,-0.0010379849700257182,64.2,0.875,2026-06-04,0
5333.T,NGK Corporation,Industrials,Specialty Industrial Machinery,Japan,JPY,1816550501244.0,4.079564999999999,8.127631999999998,0.15,-0.4847691999999999,2.7107637,2.606,-4.054500000000001,-0.0539300039999999,0.0050599980000001,0.0106349999999999,-0.0051000075,-0.0472000049999999,0.111,0.376,0.35,0.1150000000000002,2.5860000000000003,2.792,-5022998528.0,322919989248.0,244633993216.0,1746379341824.0,1.68,0.38830003,106.0,2.89,53.0,1790640000.0,0.606,6483.0,1692.8875665946211,6316.0,5034.2856,2.14286,7.0,,,0.026719999,0.5864,False,False,,,1372218.0,1657390.0,0.81,18.91,45.5,,,-1.96,0.3958,64.4,27.35,,True,0.8789170040817922,,0.398,Japan,True,,,41.06495279986835,67.11590296495957,58.167472795293875,73.79425133038775,16.32928475033738,67.60471204188482,40.61990212071778,50.0,,50.0,54.90051236166542,standard,140,68042489,False,5,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0,0.013920745812356472,78.2,0.875,2026-06-04,0
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,United States,USD,128480554112.77734,52.856474999999996,18.0408745,1.6212,28.078979949999997,11.848733,11.919,37.6755,0.298084995,0.056404994,0.03910999999999999,0.027384979999999975,-0.08055000000000001,0.24,1.285,1.371,2.04699999999999,0.10850000000000004,1.057,1144492000.0,2500499968.0,3264900096.0,129244954624.0,0.07,0.050300002,0.25,0.07,0.063,1773705600.0,2.099,379.93499755859375,107.24741667445149,334.489990234375,376.8,1.5,25.0,2.38,0.0354,0.00234,0.85823995,False,False,,0.5,7519512.0,6071080.0,0.7,-2.81,32.74,,,-11.9,0.6592,33.3,6.39,,False,0.4396651202719359,,1.0,US,True,True,44.60417913384213,66.01163660762748,50.471698113207545,90.88558652319762,40.64262238037035,39.94601889338731,25.327225130890053,57.25938009787929,50.0,50.15197568389058,50.0,54.895127900102146,standard,141,2030715490,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,-0.3,0.02363324537873268,83.3,0.875,2026-06-04,0
NXT.L,NEXT plc,Consumer Cyclical,Apparel Retail,United Kingdom,GBp,18965873404700.44,-2.1958149999999996,3.5198124999999987,2.8419,6.8912549,2.1949453,2.423,1.884999999999999,0.3610799699999999,0.0982,0.062384997499999977,0.04121251749999999,0.04242000000000001,0.08499999999999999,0.134,0.232,6.664499999999997,0.6239999999999999,1.081,137631232.0,96200000.0,1809799936.0,16721296384.0,2.08,0.32869998,2.68,2.95,1.81,1782950400.0,1.05,183390.9684544423,141642.6736520485,166145.7086277008,14719.501,2.1,20.0,,,0.062280003,0.70928,False,False,,0.5,574652.0,497414.0,0.12,2.28,1.05,,,-6.59,0.2386,72.8,3.73,,True,0.803071751791635,,0.5,UK,True,True,64.30058120947314,74.40508407954364,36.3544474393531,54.344185541802446,68.0559529186938,6.342780026990553,67.60471204188482,55.13866231647635,50.0,,50.0,54.891986243359476,standard,142,82643201511,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.0,0.02181326411664486,82.5,0.875,2026-06-04,0
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,United States,USD,130909581994.32373,4.0769059999999975,17.561878,108.1447,0.15830850000000019,13.962031,18.116,6.878999999999998,0.00014000000000000123,-0.0038324967499999973,0.13803500199999996,0.005120010000000008,0.30394,0.02600000000000001,0.4165,0.656,-31.304500000000008,-0.08199999999999996,0.317,4034052448.0,871209984.0,35310190592.0,169857597440.0,3.05,1.0302,4.28,2.75,1.07,1781568000.0,1.35,147.92999267578125,100.89200713526365,140.41000366210938,151.7,2.0,20.0,3.7,0.0154,0.00263,0.98136,False,False,,0.455,3474282.0,3402860.0,1.17,1.11,3.71,,,-3.48,0.2011,49.6,1.45,,False,0.17539347957564194,,0.668,US,True,True,70.44070269782846,58.480159397613036,45.75471698113208,63.961641760734125,50.37650512446345,39.54116059379217,29.581151832460733,76.5089722675367,50.0,82.37082066869301,45.5,54.890752177868606,standard,143,477795585,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-0.1,-0.038235198706388474,10.1,0.875,2026-06-04,0
0836.HK,China Resources Power Holdings Company Limited,Utilities,Utilities - Independent Power Producers,Hong Kong,HKD,112342156907.7816,-6.375402000000003,-7.02034775,1.2985,0.0878753499999998,1.101287,3.226,-5.8755,0.052914995,0.02214,-0.013565005000000019,-0.05193499500000001,0.16000500000000006,-0.122,0.19,0.323,51.91799999999999,-0.4405000000000001,0.451,-18503554048.0,11674565632.0,218231259136.0,329080111104.0,5.25,0.3739,1.13,4.12,0.771,1781049600.0,0.614,22.15999984741211,16.899999618530273,21.700000762939453,19.71643,2.625,14.0,,,0.61751,0.08048,False,False,,0.5,15347087.0,19674982.0,1.15,9.2,16.05,,,-1.01,0.2061,64.2,8.9,,True,1.0091209954468943,,0.5,Asia,True,True,,53.56929459373701,61.253369272237194,43.01900012544665,56.97510384221841,42.6450742240216,67.60471204188482,15.660685154975528,50.0,,50.0,54.88198165191055,standard,144,54649232,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.2,-0.02164452336728573,27.2,0.875,2026-06-04,0
TXT.WA,Text S.A.,Technology,Software - Application,Poland,PLN,1076864992.1417236,-23.166390999999997,,,4.646805725,3.1843517,3.082,-9.418,0.8465649424999999,0.35463999999999996,0.30076996999999994,0.26247002,0.32760996000000003,-0.21700000000000003,-0.523,-0.312,-39.723,-0.2869999999999999,1.304,-477354944.0,53347000.0,4356000.0,1042294016.0,13.1,0.90720004,5.55,7.33,1.15,1770336000.0,0.271,57.23767786026001,35.5,41.81999969482422,62.32,1.6,5.0,,,0.41265,0.21261999,False,False,,0.5,43504.0,34379.0,0.8,0.44,13.37,,,-4.76,0.3137,59.3,3.15,,False,0.5985803125819205,,0.5,Europe,True,True,,94.13381295661722,50.50539083557951,12.144451770876655,58.70962511627113,98.24561403508771,67.60471204188482,1.1419249592169658,50.0,,50.0,54.868448589601904,standard,145,1437730,False,3,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.1,-0.03553840517997742,12.8,0.875,2026-06-04,0
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,United States,USD,79233233342.94037,14.778711499999996,12.230581,2.114,23.707676499999998,10.063918,10.831,13.8005,0.578210005,0.12882500000000002,0.06670749750000007,0.08772750999999995,0.29225999999999996,0.020000000000000004,-0.05900000000000001,0.058,168.1255,-0.5704999999999999,0.99,1445867104.0,1510000000.0,7402999808.0,85275230208.0,0.91,0.2762,4.12,0.8,1.03,1778803200.0,1.37,544.4015617758187,400.45685884222354,453.6000061035156,536.0,1.78261,20.0,3.53,0.026099999,0.14248,0.81094,False,False,,0.5,1148593.0,1084650.0,0.82,-1.12,-4.38,,,-16.53,0.3107,57.0,0.59,,True,0.6853921207610294,,0.895,US,True,True,58.8950052054727,83.3000791290531,21.091644204851754,50.4635324248094,26.952684808837482,51.14709851551957,67.60471204188482,69.16802610114192,50.0,64.58966565349544,50.0,54.83449077439744,standard,146,491997247,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,-0.019324282184243202,31.8,0.875,2026-06-04,0
HOLN.SW,Holcim AG,Basic Materials,Building Materials,Switzerland,CHF,41805196902.18233,86.7248715,3.4966592499999996,0.4469,0.9910679499999997,2.658687,2.985,3.219000000000001,-0.08706500800000003,-0.0013400005000000006,0.7690549959999999,-0.0028124944999999915,0.047809999999999964,-0.124,,,6.797000000000004,-0.3849999999999999,1.037,1293223616.0,5442999808.0,9246999552.0,46936694784.0,2.22,4.4286,1.7,4.01,1.7,1779062400.0,0.711,94.859089214061,45.549503326416016,75.58000183105469,79.21857,2.2381,21.0,,,0.08778,0.45066002,False,False,,0.5,1390020.0,1306724.0,0.12,9.46,16.2,,,-5.23,0.3327,55.3,7.9,,True,0.7028686553613787,,0.5,Europe,True,True,78.79577332010788,51.06749274852386,51.51617250673855,18.819478053001305,56.3668893642703,63.42780026990553,29.581151832460733,80.2610114192496,50.0,,50.0,54.80310622663644,standard,147,110613667,False,4,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.7,-0.012240754440426826,42.7,0.875,2026-06-04,0
CVE.TO,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,Canada,CAD,75525169500.0,-5.484510499999995,-1.136315999999998,15.91,0.25539825000000005,1.5491389,1.784,-0.6709999999999985,0.04865500000000001,0.00706750175,0.010175003999999988,0.009087502500000011,-0.13923999,-0.1195,0.495,0.828,-0.05975000000000108,0.398,1.003,2827587520.0,2575000064.0,13752000512.0,86988832768.0,2.17,0.31870002,0.88,2.11,0.2,1781481600.0,0.53,44.130001068115234,17.03562371445577,40.5,45.90625,1.47059,16.0,1.71,,0.2895,0.54971004,False,False,,0.5,8155701.0,5958520.0,0.68,-1.23,29.57,,,-6.18,0.3745,51.2,7.43,,False,0.5178795343509046,,0.836,Canada,True,True,,47.75057225367483,56.40161725067385,59.69659962096574,60.09969754267135,52.226720647773284,67.60471204188482,84.82871125611744,50.0,,50.0,54.79650430396271,standard,148,176163644,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.0,0.02848067134618759,84.9,0.875,2026-06-04,0
7564.T,"Workman Co.,Ltd.",Consumer Cyclical,Apparel Retail,Japan,JPY,665146993200.0,10.937477999999999,17.36411725,,2.498818,4.135149,3.59,5.650500000000001,0.037985010000000013,0.056279996,0.09866999949999998,0.0849925115,0.08278999999999997,0.178,0.06699999999999999,0.183,-41.360499999999995,3.5334999999999996,3.892,-28178000128.0,83742998528.0,1692999936.0,577384087552.0,1.1,0.3523,89.0,1.34,89.0,1806364800.0,0.812,8330.0,5225.007899187613,8150.0,7292.222,2.77778,9.0,,,0.76319003,0.058579996,False,False,,0.5,310531.0,291760.0,0.85,4.02,19.46,,,-1.6,0.4114,73.4,14.46,,True,0.9373218008564499,,0.695,Japan,True,True,30.800126242960314,69.84747670450982,61.75876010781671,61.76072716904636,61.22994437272106,21.18758434547908,67.60471204188482,17.61827079934747,50.0,,50.0,54.762548829419686,standard,149,15455986,False,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,-0.2,-0.009114681743085384,50.0,0.875,2026-06-04,0
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,United States,USD,36764554485.80127,-3.4065170000000045,5.512783500000003,0.44,5.12199195,2.0758615,2.049,3.0875000000000004,0.23940499500000006,0.06244499299999999,-0.029239999999999988,-0.049005010000000016,-0.25911999,0.136,0.22799999999999998,0.269,-61.511,-0.12549999999999994,1.215,71262048.0,916419968.0,516518016.0,36365688832.0,0.16,0.038599998,1.3,0.3,0.4,1776297600.0,1.169,951.9600219726562,454.26947809187436,827.280029296875,1000.1429,1.6,7.0,2.72,0.0234,0.0069999998,0.97097,False,False,,0.663,368112.0,361640.0,0.98,-10.04,16.82,,,-11.04,0.3607,23.1,0.09,,False,0.1636042659091284,,0.97,US,True,True,55.83857296269274,51.65260981921542,45.01347708894879,74.50577017118849,37.847835071152446,66.26180836707152,67.60471204188482,46.8189233278956,50.0,67.17325227963525,66.3,54.75892533134968,standard,150,299177550,False,4,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,0.5,-0.00814321730285883,51.2,0.875,2026-06-04,0
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,United States,USD,3278242501086.413,-11.293980000000001,0.0,1.4197,1.509664575,10.3000965,10.448,-0.9250000000000007,0.19187998750000002,0.08478999999999999,0.284469984,0.319744995,0.23102999999999996,0.04899999999999999,0.02300000000000002,0.231,-19.801000000000002,-0.42999999999999994,1.142,36190993248.0,78227996672.0,125431996416.0,3325446586368.0,0.82,0.20729999,3.64,0.79,0.91,1779321600.0,1.093,551.0484742016899,355.51000344849933,441.30999755859375,560.8915,1.33929,55.0,2.15,0.0104,0.0008,0.75761,False,False,,0.5,34563682.0,39129470.0,0.98,4.1,4.28,,,-12.76,0.314,59.9,5.35,,True,0.8575341129484062,,0.936,US,True,True,,89.19829086094288,33.894878706199464,62.24684877964896,37.095580660773564,13.49527665317139,67.60471204188482,60.52202283849919,50.0,91.7933130699088,50.0,54.68404675863103,standard,151,17268226310,False,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.5,0.01801464334130287,80.7,0.875,2026-06-04,0
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,United States,USD,123568157470.70312,8.6040155,6.639715999999999,1.5068,1.2072186999999999,7.8555727,8.944,9.3125,0.003999995000000006,0.049835000000000004,0.05341747750000006,0.07311750999999994,0.25264,0.043,0.188,0.28,-29.021500000000003,-1.0505,0.568,4478616928.0,1810000000.0,13900000256.0,140690161664.0,0.93,0.24350001,3.88,0.82,0.97,1780012800.0,1.105,574.2335475243839,379.8408011799742,417.4599914550781,533.7619,1.29167,21.0,2.16,0.0136,0.00275,0.90955,False,False,,0.5,1997590.0,2330670.0,0.73,-2.51,-8.39,,,-24.19,0.3307,54.6,-2.57,,True,0.527640883998561,,0.713,US,True,True,72.86805151368588,67.69737849780873,12.769541778975743,61.1006860465639,29.6326868475559,40.21592442645074,67.60471204188482,84.17618270799348,50.0,86.01823708206688,50.0,54.683934441390306,standard,152,972961478,False,4,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,-0.0,-0.03434663638472557,14.0,0.875,2026-06-04,0
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,United States,USD,100314948626.17245,26.985460999999994,21.8604075,0.8,13.820056950000001,11.633417,11.913,23.551500000000004,0.185294995,0.06408499899999999,0.09764000000000002,0.14561499,-0.10159998000000003,0.13,0.642,0.686,12.92799999999999,1.0585,1.458,372492000.0,2435000064.0,4848000000.0,102727950336.0,0.19,0.1067,0.48,,0.12,1778198400.0,1.191,280.6163847930776,165.13677814193298,250.72000122070312,303.228,1.45455,20.0,3.44,0.0218,0.0086900005,0.94475996,False,False,,0.5,2394633.0,2604570.0,0.75,2.49,-1.45,,,-9.12,0.3454,27.8,-0.61,,False,0.1901803009229338,,0.922,US,True,True,41.38424586226401,72.45200903241019,30.256064690026953,80.36544592940896,57.99981328040184,45.47908232118758,67.60471204188482,49.42903752039152,50.0,72.03647416413374,50.0,54.657346851806246,standard,153,653017794,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.0,-0.025643300265073776,22.1,0.875,2026-06-04,0
6954.T,Fanuc Corporation,Industrials,Specialty Industrial Machinery,Japan,JPY,7441939428275.0,19.443346000000002,21.828680999999996,4.0235,1.2906425000000001,8.675298,7.402,14.176499999999999,-0.017820004999999986,0.015815,0.13955,0.177419989,0.08654,0.045,0.038000000000000006,0.11,,5.144499999999999,5.14,127412998144.0,753871028224.0,0.0,6349679755264.0,1.41,0.6,107.09,2.1,55.76,1774828800.0,0.919,8880.0,3571.371976260481,7975.0,7379.5,2.33333,20.0,,,0.0072899996,0.53554,False,False,,0.5,6476776.0,7006590.0,0.71,9.94,19.27,,,-7.45,0.5429,44.3,14.27,,False,0.5833880250766789,,0.75,Japan,True,True,60.80197070179609,63.91071145534725,50.0,54.214411219595064,54.36079831179803,9.851551956815115,67.60471204188482,72.43066884176183,50.0,,50.0,54.6459767418213,standard,154,363204109,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,1.6,0.08095426857471466,95.6,0.75,2026-06-04,0
0700.HK,Tencent Holdings Limited,Communication Services,Internet Content & Information,China,HKD,4209559006655.0576,2.2922049999999956,-0.33346649999999833,1.2979,1.36517205,5.479756,5.702,3.4640000000000004,0.057052500000000006,0.042584997000000006,0.16084002,0.14756999999999995,0.20657500000000006,0.03,0.1285,0.215,0.0,0.2340000000000001,1.141,120854767616.0,459714985984.0,405511012352.0,4380063694848.0,1.1,0.1712,5.3,0.67,5.3,1778803200.0,0.753,675.1340645101453,420.3999938964844,466.3999938964844,710.38464,1.34783,42.0,,,0.31638,0.25677,False,False,,0.5,29700268.0,40121618.0,0.68,0.29,-9.04,,,-26.64,0.3429,51.5,-3.16,,True,0.7495122089805555,,0.88,Asia,True,True,78.15619697180847,77.00783804940673,11.455525606469003,61.426594039983314,66.67170125303622,12.280701754385964,67.60471204188482,80.4241435562806,50.0,,50.0,54.51155237316893,standard,155,2395228466,False,6,NEUTRAL,0,NEDTREND,True,5,0.7142857142857143,HÖG,EJ AKTUELL,-1.5,-0.011646304279565811,44.5,0.875,2026-06-04,0
INGA.AS,ING Groep N.V.,Financial Services,Banks - Diversified,Netherlands,EUR,76009158793.57092,0.13898849999999996,-0.4833215000000015,1.9992,0.0814009499999997,3.0880458,8.204,,0.03946500999999997,0.002905000000000005,0.13252749349999998,0.07680251500000002,-0.37562,-0.032,0.0,0.069,,,,,132432003072.0,256194002944.0,201931816960.0,4.06,0.48400003,1.09,5.51,0.736,1776297600.0,0.901,27.209999084472656,16.705361870101772,26.5049991607666,28.01,2.10526,19.0,,,0.00535,0.51701,False,False,,0.5,8716211.0,7904862.0,0.18,1.9,17.3,,,-3.24,0.2698,61.7,6.97,,False,0.6730648733346373,,0.949,Europe,True,True,,52.54945050615621,56.469002695417785,49.831276761324794,58.959978348882885,51.956815114709855,67.60471204188482,,50.0,,50.0,54.44002850527008,standard,156,226279830,False,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.1,-0.004708112217485905,58.4,0.75,2026-06-04,0
ATCO-B.ST,Atlas Copco AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,251066919274.03125,3.631466999999997,,2.2806,2.7946382000000005,4.7229133,4.837,1.8025000000000002,0.07025499500000001,0.050234999,0.091679996,0.098299995,0.0,-0.11199999999999999,-0.124,-0.051,-28.906000000000002,0.16100000000000003,1.185,20576406400.0,20828000256.0,35472998400.0,803704995840.0,1.86,0.5607,3.0,1.61,2.5,1792368000.0,1.06,169.59241144959958,123.33925671519435,160.85000610351562,,,,,,0.00016000001,0.54682,False,False,,0.5,1660285.0,1766207.0,0.25,-1.65,1.44,,,-3.75,0.295,62.3,4.01,,True,0.7649576063254606,,0.5,Nordic,True,True,80.97043127546377,69.08968206849588,41.846361185983824,22.552059359887544,50.97636053986378,29.68960863697706,67.60471204188482,78.62969004893964,50.0,,50.0,54.41031705912334,standard,157,26988969,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.2,-0.003891238709911704,60.0,0.875,2026-06-04,0
